scientificName;class;order;family;status;list
Bdelyrus leptomerus;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Bdelyrus paraensis;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Besourenga horacioi;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthidium abbreviatum;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthidium angulicolle;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthidium aterrimum;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthidium aurichalceum;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthidium bicolor;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthidium bokermanni;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthidium cavifrons;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthidium erythropterum;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthidium femoratum;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthidium flabellatum;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthidium flavipes;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthidium glabricolle;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthidium guyanense;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthidium haagi;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthidium magnum;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthidium manni;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthidium metallicum;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthidium nitidum;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthidium sladeni;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthidium viride;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthidium viridiobscurum;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthon angularis;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon brunnipennis;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthon coloratus;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthon corpulentus;Insecta;Coleoptera;Scarabaeidae;VU;IUCN 2024
Canthon corruscus;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthon daguerrei;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon deplanatus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon divinator;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthon edentulus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon formosus;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthon heyrovskyi;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon laminatus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon lituratus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon lividus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon luctuosus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon mutabilis;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon nigellus;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthon orfilai;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon ornatus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon podagricus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon quadripunctatus;Insecta;Coleoptera;Scarabaeidae;VU;IUCN 2024
Canthon quinquemaculatus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon rutilans;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon septemmaculatus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon sericatus;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthon simulans;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthon smaragdulus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon sordidus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon tetraodon;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon triangularis;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon unicolor;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon virens;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Canthon vulcanoae;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Canthonella instriata;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Coprophanaeus gamezi;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Coprophanaeus pertyi;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Coprophanaeus terrali;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Cryptocanthon campbellorum;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Deltochilum brasiliense;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Deltochilum carinatum;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Deltochilum guyanense;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Deltochilum icarus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Deltochilum peruanum;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Deltochilum rubripenne;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Deltorrhinum batesi;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Dendropaemon crenatostriatus;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Dichotomius apicalis;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Dichotomius calcaratus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Dichotomius crinicollis;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Dichotomius eucranioides;Insecta;Coleoptera;Scarabaeidae;EN;IUCN 2024
Dichotomius glaucus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Dichotomius nimuendaju;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Dichotomius nutans;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Dichotomius punctulatipennis;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Dichotomius schiffleri;Insecta;Coleoptera;Scarabaeidae;EN;IUCN 2024
Dichotomius tristis;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Dichotomius worontzowi;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Gromphas aeruginosa;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Gromphas amazonica;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Hansreia affinis;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Holocephalus sculptus;Insecta;Coleoptera;Scarabaeidae;NT;IUCN 2024
Isocopris tarsalis;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Ontherus androgynus;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Ontherus azteca;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Ontherus brevicollis;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Ontherus dentatus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Ontherus erosioides;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Ontherus irinus;Insecta;Coleoptera;Scarabaeidae;NT;IUCN 2024
Ontherus laminifer;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Ontherus raptor;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Ontherus virescens;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Onthophagus compressus;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Onthophagus janthinus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Onthophagus xanthomerus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Oxysternon macleayi;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Oxysternon pteroderum;Insecta;Coleoptera;Scarabaeidae;NT;IUCN 2024
Paracanthon trichonotulus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Pedaridium hirsutum;Insecta;Coleoptera;Scarabaeidae;VU;IUCN 2024
Phanaeus bispinus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Phanaeus sororibispinus;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Scatimus simulator;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Scatonomus viridis;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Scatonomus xanthopygus;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Scybalocanthon nigriceps;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Sulcophanaeus columbi;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Sylvicanthon bridarollii;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Sylvicanthon obscurus;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Trichillidium quadridens;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Uroxys angulicollis;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Uroxys catharinensis;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Uroxys dilaticollis;Insecta;Coleoptera;Scarabaeidae;LC;IUCN 2024
Uroxys pygmaeus;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Zonocopris machadoi;Insecta;Coleoptera;Scarabaeidae;DD;IUCN 2024
Ataenius noronhai;Insecta;Coleoptera;Scarabaeidae;LC;MMA 2022
Ateuchus squalidus;Insecta;Coleoptera;Scarabaeidae;VU;MMA 2022
Canthon corpulentus;Insecta;Coleoptera;Scarabaeidae;VU;MMA 2022
Canthon quadripunctatus;Insecta;Coleoptera;Scarabaeidae;VU;MMA 2022
Canthotrypes oberthueri;Insecta;Coleoptera;Scarabaeidae;LC;MMA 2022
Coprophanaeus machadoi;Insecta;Coleoptera;Scarabaeidae;LC;MMA 2022
Coprophanaeus punctatus;Insecta;Coleoptera;Scarabaeidae;LC;MMA 2022
Coprophanaeus saphirinus;Insecta;Coleoptera;Scarabaeidae;LC;MMA 2022
Deltochilum elevatum;Insecta;Coleoptera;Scarabaeidae;LC;MMA 2022
Dichotomius alvarengai;Insecta;Coleoptera;Scarabaeidae;DD;MMA 2022
Dichotomius buqueti;Insecta;Coleoptera;Scarabaeidae;LC;MMA 2022
Dichotomius eucranioides;Insecta;Coleoptera;Scarabaeidae;EN;MMA 2022
Dichotomius ingens;Insecta;Coleoptera;Scarabaeidae;LC;MMA 2022
Dichotomius mysticus;Insecta;Coleoptera;Scarabaeidae;EN;MMA 2022
Dichotomius opalescens;Insecta;Coleoptera;Scarabaeidae;LC;MMA 2022
Dichotomius paresi;Insecta;Coleoptera;Scarabaeidae;NT;MMA 2022
Dichotomius schiffleri;Insecta;Coleoptera;Scarabaeidae;EN;MMA 2022
Dichotomius speciosus;Insecta;Coleoptera;Scarabaeidae;LC;MMA 2022
Dichotomius superbus;Insecta;Coleoptera;Scarabaeidae;DD;MMA 2022
Holocephalus sculptus;Insecta;Coleoptera;Scarabaeidae;LC;MMA 2022
Homalotarsus impressus;Insecta;Coleoptera;Scarabaeidae;DD;MMA 2022
Ontherus irinus;Insecta;Coleoptera;Scarabaeidae;NT;MMA 2022
Oxysternon pteroderum;Insecta;Coleoptera;Scarabaeidae;LC;MMA 2022
Paracryptocanthon borgmeieri;Insecta;Coleoptera;Scarabaeidae;NT;MMA 2022
Paracryptocanthon genieri;Insecta;Coleoptera;Scarabaeidae;NT;MMA 2022
Pedaridium hirsutum;Insecta;Coleoptera;Scarabaeidae;VU;MMA 2022
Phanaeus dejeani;Insecta;Coleoptera;Scarabaeidae;LC;MMA 2022
Sulcophanaeus rhadamanthus;Insecta;Coleoptera;Scarabaeidae;LC;MMA 2022
Philothalpus bicolor;Insecta;Coleoptera;Staphylinidae;LC;ICMBIO 2018
Piestus puncticollis;Insecta;Coleoptera;Staphylinidae;LC;ICMBIO 2018
Renda profundepunctata;Insecta;Coleoptera;Staphylinidae;LC;ICMBIO 2018
Metopiellus painensis;Insecta;Coleoptera;Staphylinidae;EN;MMA 2022
Philothalpus bicolor;Insecta;Coleoptera;Staphylinidae;LC;MMA 2022
Piestus puncticollis;Insecta;Coleoptera;Staphylinidae;LC;MMA 2022
Renda profundepunctata;Insecta;Coleoptera;Staphylinidae;LC;MMA 2022
Aesthetus tuberculatus;Insecta;Coleoptera;Tenebrionidae;LC;MMA 2022
Blapstinus ridleyi;Insecta;Coleoptera;Tenebrionidae;DD;MMA 2022
Hemasodes batesi;Insecta;Coleoptera;Tenebrionidae;LC;MMA 2022
Ytu mirim;Insecta;Coleoptera;Torridincolidae;DD;ICMBIO 2018
Ytu mirim;Insecta;Coleoptera;Torridincolidae;DD;MMA 2022
Hypocephalus armatus;Insecta;Coleoptera;Vesperidae;VU;ICMBIO 2018
Hypocephalus armatus;Insecta;Coleoptera;Vesperidae;VU;MMA 2022
Adebrotus lugoi;Insecta;Ephemeroptera;Baetidae;VU;ICMBIO 2018
Aturbina beatrixae;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Aturbina georgei;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Aturbina maculata;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Aturbina nigra;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Baetodes aff.;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Baetodes capixaba;Insecta;Ephemeroptera;Baetidae;VU;ICMBIO 2018
Baetodes itatiayanus;Insecta;Ephemeroptera;Baetidae;DD;ICMBIO 2018
Baetodes iuaquita;Insecta;Ephemeroptera;Baetidae;VU;ICMBIO 2018
Baetodes liviae;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Baetodes proscolus;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Baetodes sancticatarinae;Insecta;Ephemeroptera;Baetidae;DD;ICMBIO 2018
Baetodes santatereza;Insecta;Ephemeroptera;Baetidae;DD;ICMBIO 2018
Baetodes serratus;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Camelobaetidius anubis;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Camelobaetidius billi;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Camelobaetidius cayumba;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Camelobaetidius francischettii;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Camelobaetidius hamadae;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Camelobaetidius ipaye;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Camelobaetidius janae;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Camelobaetidius juparana;Insecta;Ephemeroptera;Baetidae;NT;ICMBIO 2018
Camelobaetidius lassance;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Camelobaetidius leentvaari;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Camelobaetidius maranhensis;Insecta;Ephemeroptera;Baetidae;VU;ICMBIO 2018
Camelobaetidius matilei;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Camelobaetidius ortizi;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Camelobaetidius phaedrus;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Camelobaetidius rufiventris;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Camelobaetidius serapis;Insecta;Ephemeroptera;Baetidae;DD;ICMBIO 2018
Camelobaetidius spinosus;Insecta;Ephemeroptera;Baetidae;VU;ICMBIO 2018
Camelobaetidius tuberosus;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Camelobaetidius tuberosus;Insecta;Ephemeroptera;Baetidae;DD;ICMBIO 2018
Camelobaetidius yacutinga;Insecta;Ephemeroptera;Baetidae;VU;ICMBIO 2018
Iguaira poranga;Insecta;Ephemeroptera;Baetidae;LC;ICMBIO 2018
Adebrotus amazonicus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Adebrotus lugoi;Insecta;Ephemeroptera;Baetidae;VU;MMA 2022
Americabaetis alphus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Americabaetis labiosus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Americabaetis longetron;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Americabaetis mecistognathus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Americabaetis titthion;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Apobaetis fiuzai;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Apobaetis hamadae;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Apobaetis kallawaya;Insecta;Ephemeroptera;Baetidae;DD;MMA 2022
Apobaetis kethepiali;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Apobaetis pucupi;Insecta;Ephemeroptera;Baetidae;DD;MMA 2022
Apobaetis signifer;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Aturbina beatrixae;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Aturbina georgei;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Aturbina maculata;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Aturbina nigra;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Baetodes capixaba;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Baetodes itatiayanus;Insecta;Ephemeroptera;Baetidae;DD;MMA 2022
Baetodes iuaquita;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Baetodes liviae;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Baetodes proscolus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Baetodes sancticatarinae;Insecta;Ephemeroptera;Baetidae;DD;MMA 2022
Baetodes santatereza;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Baetodes serratus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis calloventer;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis calophenigyn;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis capixaba;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis cochlea;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis cruentus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis fasciatus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis gelidus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis gonzalezi;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis guttatus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis imperator;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis itannae;Insecta;Ephemeroptera;Baetidae;DD;MMA 2022
Callibaetis jocosus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis nigracyclus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis pollens;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis radiatus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis sellacki;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis stictogaster;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis viviparus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis willineri;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetis zonalis;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Callibaetoides caaigua;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius anubis;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius baumgardneri;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius billi;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius carolinae;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius cayumba;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius cruzi;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius francischettii;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius hamadae;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius ipaye;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius janae;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius juparana;Insecta;Ephemeroptera;Baetidae;VU;MMA 2022
Camelobaetidius lassance;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius leentvaari;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius maranhensis;Insecta;Ephemeroptera;Baetidae;VU;MMA 2022
Camelobaetidius matilei;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius ortizi;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius phaedrus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius rufiventris;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius sallesi;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius serapis;Insecta;Ephemeroptera;Baetidae;DD;MMA 2022
Camelobaetidius spinosus;Insecta;Ephemeroptera;Baetidae;VU;MMA 2022
Camelobaetidius tepequensis;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius tuberosus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Camelobaetidius yacutinga;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Chane baure;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes aiuruoca;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes amantykyra;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes atlanticus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes auwe;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes aymore;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes boldrinii;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes guara;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes hydation;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes ioachimi;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes irvingi;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes itajara;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes jaragua;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes lucifer;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes magnus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes maracatu;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes melanotarsus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes opacus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes spaceki;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes tracheatus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cloeodes xyrognathos;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Corinnella lourii;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Corinnella thomasi;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cryptonympha copiosa;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Cryptonympha dasilvai;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Guajirolus rondoni;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Harpagobaetis brigada;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Harpagobaetis gulosus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Macuxi tunamore;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Paracloeodes aristotelesi;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Paracloeodes assu;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Paracloeodes atroari;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Paracloeodes binodulus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Paracloeodes carolinae;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Paracloeodes charrua;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Paracloeodes eurybranchus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Paracloeodes ibicui;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Paracloeodes leptobranchus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Paracloeodes pacawara;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Paracloeodes peri;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Paracloeodes poranga;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Paracloeodes prismatobranchus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Paracloeodes quadridentatus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Paracloeodes waimiri;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Rivudiva minantenna;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Rivudiva trichobasis;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Spiritiops silvudus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Tapajobaetis labiosus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Tomedontus primus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Tupiara ibirapitanga;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Varipes helenae;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Waltzoyphius fasciatus;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Waltzoyphius roberti;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Zelusia deceptiva;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Zelusia principalis;Insecta;Ephemeroptera;Baetidae;LC;MMA 2022
Caenis cuniana;Insecta;Ephemeroptera;Caenidae;LC;ICMBIO 2018
Alloretochus peruanicus;Insecta;Ephemeroptera;Caenidae;LC;MMA 2022
Brasilocaenis elidioi;Insecta;Ephemeroptera;Caenidae;LC;MMA 2022
Brasilocaenis irmleri;Insecta;Ephemeroptera;Caenidae;LC;MMA 2022
Brasilocaenis mendesi;Insecta;Ephemeroptera;Caenidae;LC;MMA 2022
Brasilocaenis puthzi;Insecta;Ephemeroptera;Caenidae;LC;MMA 2022
Brasilocaenis renata;Insecta;Ephemeroptera;Caenidae;LC;MMA 2022
Brasilocaenis septentrionalis;Insecta;Ephemeroptera;Caenidae;LC;MMA 2022
Caenis candelata;Insecta;Ephemeroptera;Caenidae;LC;MMA 2022
Caenis chamie;Insecta;Ephemeroptera;Caenidae;LC;MMA 2022
Caenis cigana;Insecta;Ephemeroptera;Caenidae;LC;MMA 2022
